skill_name,source,author,published_date,description,evidence,attack_chain,risk_category,impact_scope,confidence,severity,mitigation
solana-wallet-tracker-gw9xj,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-hqrui,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-jc8up,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-jz1xh,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-k8nnu,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-kclqk,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-llrxm,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-p4qef,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-qgrkz,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-ro6ez,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-ssnw9,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-tb5vg,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-v4hsw,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
update,Koi ClawHavoc report,未确认,2026-02-01,伪装更新器/安装器,Koi 将其归入 Auto-Updaters 恶意/可疑技能清单,Prerequisites→外链安装脚本→payload,伪装/远程执行,主机+凭据,4,高,立即下架/阻断IOC/轮换凭据
updater,Koi ClawHavoc report,未确认,2026-02-01,伪装更新器/安装器,Koi 将其归入 Auto-Updaters 恶意/可疑技能清单,Prerequisites→外链安装脚本→payload,伪装/远程执行,主机+凭据,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-0ghsk,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-0waih,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-8orkd,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-af1i6,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-al7er,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-auqlh,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-bf3bs,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-bqahy,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-bs5ur,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-bxb0a,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-fntdr,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-gel8n,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-hhjpv,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-ijyto,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-l7dst,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-mgwpt,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-oozrx,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-pbckx,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-qoa9k,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-rcoux,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-s5hx9,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-udqiq,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-ue8hv,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-x76ik,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
wallet-tracker-zih4w,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包追踪器,Koi 将其归入 Wallet Tracker 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
whatsapp-mgv,Snyk threat actor repo,aztr0nutzs,2026-02-05,现成恶意 skill 样本目录,Snyk 点名 NET_NiNjA.v1.2 预置恶意技能目录,仓库样本→待投放,恶意样本仓库,待定,3,中,立即下架/阻断IOC/轮换凭据
x-trends-0heof,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-9y6gc,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-axy84,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-bjcps,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-cpif3,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-dijrb,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-el5qn,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-hloqe,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-kujtp,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-ky4xt,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-kzcxt,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-mtzmi,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-ngw4s,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-nvdfx,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-orwhp,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-ovdpf,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-p7ivk,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-qfpkj,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-qhz9c,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-qpaoo,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-qylxo,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-rjmtk,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-rwskq,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-wbc5p,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
x-trends-ypqjp,Koi ClawHavoc report,未确认,2026-02-01,伪装社交媒体趋势分析工具,Koi 将其归入 X/Twitter Trends 恶意/可疑技能清单,社工安装→外链执行,社交工具伪装,浏览器/会话/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-1h2ji,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-2s8cv,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-55ykj,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-5fhu3,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-6icpt,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-7txap,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-bzrvt,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-cv8ev,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-eqosk,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-ijybk,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-jdlqs,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-jzgua,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-kmhxs,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-m16op,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-mb9wu,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-mz1nt,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-om4g4,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-saosh,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-tqxkb,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-uelhr,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-w3wo2,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-wcr6j,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-y7mbx,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
yahoo-finance-ztbyq,Koi ClawHavoc report,未确认,2026-02-01,伪装金融行情/分析工具,Koi 将其归入 Yahoo Finance 恶意/可疑技能清单,社工安装→外链执行,金融工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-11y0i,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-35o20,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-3luwa,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-5oixh,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-7vnwu,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-8edua,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-beqh9,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-ebw5x,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-gctcr,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-genms,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-hr5oh,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-iagv2,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-ib7el,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-ietsw,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-k67rk,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-kodxd,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-l4hjv,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
